збор,значење,примери,граматички определби,преводи на други јазици,извор
боранија,,,,,
боранија,,,,,
боранија,,,,,
борач,,,,,
борба,,,,,
борба,,,,,
борба,,,,,
борбен,,,,,
борби,,,,,
бордел,,,,,
бордо,,,,,
Бордо,,,,,
борец,,,,,
борец,,,,,
борец,,,,,
бори,,,,,
Борис,,,,,
Борјан,,,,,
борје,,,,,
Борка,,,,,
бормашина,,,,,
боров,,,,,
боровиден,,,,,
боровиден,,,,,
боровиден,,,,,
боровинка,,,,,
боровинка,,,,,
боровница,,,,,
Боровници,растение,,,,
борон,,,,,
борци,,,,,
борче,,,,,
босанист,,,,,
босанистика,,,,,
босилек,,,,,
боска,,,,,
боски,,,,,
Босна,,,,,
бостан,,,,,
бостан,,,,,
бостанџија,,,,,
ботаника,,,,,
ботаничар,,,,,
ботокс,,,,,
бофл,,,,,
бохемист,,,,,
бохемистика,,,,,
боца,,,,,
боци,,,,,
боцка,,,,,
боцкав,,,,,
боцкан,,,,,
боцки,,,,,
боцкокрил,,,,,
боцнат,,,,,
боцне,,,,,
бочва,,,,,
бочва,,,,,
бочва,,,,,
бочва,,,,,
бочвар,,,,,
бочвар,,,,,
бочен,,,,,
бочен,,,,,
бочно,,,,,
Бошавија,,,,,
бошкач,таен јазик,,,,
бошкачки,таен јазик,,,,
боштум,(диј. ),,,,
брав,овен (диј. ),,,,
брава,,,,,
брава,,,,,
бравар,,,,,
бравар,,,,,
бравар,,,,,
бравје,,,,,
браво,,,,,
бравос,,,,,
бравски,,,,,
бравче,,,,,
брада,,,,,
брада,,,,,
Брадавичест Кактус,растение,,,,
брадат,,,,,
брадва,,,,,
брадви,,,,,
брадест,,,,,
брадест,,,,,
бради,,,,,
Брадикардија,,,,,
бразда,,,,,
бразден,,,,,
браздест,,,,,
бразди,,,,,
Бразил,,,,,
брајбрежен,,,,,
браќа,,,,,
брана,,,,,
брана,,,,,
брана,,,,,
брана,,,,,
бранет,,,,,
брани,,,,,
браник,,,,,
браник,,,,,
браник,,,,,
браник,,,,,
браник,,,,,
бранител,,,,,
Бранка,,,,,
Бранко,,,,,
Бранков,,,,,
бранлив,,,,,
бранов,,,,,
брановиден,,,,,
браној,,,,,
бранче,,,,,
брао,,,,,
браон,,,,,
браос,,,,,
братов,,,,,
братски,,,,,
братства,,,,,
братство,,,,,
братче,,,,,
Браун,,,,,
брачен,,,,,
брачно,,,,,
брашнар,,,,,
брашнен,,,,,
брашнест,,,,,
брашно,,,,,
брбинци,мравки (диј. кумановски),,,,
брблив,,,,,
брбушки,,,,,
бргу,,,,,
брдило,,,,,
Брдило,дел од разбојот за ткаење каде што се става брдото,,,,
брдо,,,,,
брдо,"1.
2.
3. ткаење",,,,
Брдо (ткаење),,,,,
бре,,,,,
бревта,,,,,
брег,,,,,
брег,,,,,
брегаст,,,,,
брегов,,,,,
брегче,,,,,
бреже,,,,,
брежје,,,,,
бреза,,,,,
бреза,,,,,
бреза,,,,,
бреза,,,,,
брези,,,,,
брезов,,,,,
Бреклинка,растение,,,,
брекче,,,,,
бреме,,,,,
бремен,,,,,
бренди,,,,,
бресје,,,,,
брест,ulmus,,,,
брест,,,,,
Брест,растение,,,,
брестов,,,,,
брза,,,,,
брзак,,,,,
брзалка,,,,,
брзан,,,,,
брзаница,,,,,
брзга,,,,,
брзне,,,,,
брзо,,,,,
брзозборка,,,,,
брзописец,,,,,
брзопослушник,,,,,
брзорастечки,,,,,
брзосмртка,,,,,
брзотрч,,,,,
бригада,,,,,
Брисел,,,,,
брифинг,,,,,
брич,,,,,
бричен,,,,,
бричен,,,,,
бричи,,,,,
бришач,,,,,
брише,,,,,
бришен,,,,,
бришнат,,,,,
бришне,,,,,
брк,,,,,
брка,,,,,
бркан,,,,,
брканица,,,,,
брлив,,,,,
брлив,(диј. ),,,,
брљавка,ракија од гроздово комиње,,,,
брљавка,"уточка, бипродукт на потоксична ракија (диј. пробиштипски)",,,,
брмчи,,,,,
брмџал,бумбар (диј. кичевски),,,,
брод,,,,,
брод,,,,,
брода,,,,,
бродар,,,,,
бродоградба,,,,,
бродоградилиште,,,,,
бродски,,,,,
броен,,,,,
брои,,,,,
бројач,,,,,
бројка,,,,,
бројност,,,,,
бројче,,,,,
брокер,,,,,
брокула,,,,,
бронза,,,,,
бронза,,,,,
бронзен,,,,,
бронки,,,,,
брос,,,,,
Брос,растение,,,,
бротски,,,,,
бротче,,,,,
Бругада Синдром,,,,,
брука,,,,,
брукан,,,,,
бруќе,,,,,
Брунеј,,,,,
брунка,,,,,
"Брунка – мозолче, кожен израсток",,,,,
брунки,,,,,
брусалка,,,,,
брусач,,,,,
брусен,,,,,
брусење,,,,,
бруси,,,,,
брусница,,,,,
брусница,,,,,
бруто,,,,,
брутче,,,,,
бруцош,,,,,
брца,,,,,
брцан,,,,,
брцка,,,,,
брцнат,,,,,
брцне,,,,,
брчи,,,,,
брчка,,,,,
брчкав,,,,,
брчкан,,,,,
брчки,,,,,
бршлен,,,,,
бршлен,,,,,
бршлен,,,,,
Бршлен,растение,,,,
буба,,,,,
буба,(диј. македонскокаменички),,,,
буба,,свилена,,,
буба,,,,,
бубаќ,,,,,
Бубаќ – памук,,,,,
бубалечка,буба (диј. македонскокаменички),,,,
бубамара,,,,,
бубан,,,,,
бубање,,,,,
бубачка,,,,,
бубашваба,,,,,
бубен,,,,,
бубнат,,,,,
бубне,,,,,
бубрег,,,,,
Бубрежна Инфекција,,,,,
бубулица,,,,,
був,,,,,
був,,,,,
бувче,,,,,
Бугар,,,,,
бугарист,,,,,
бугароман,,,,,
бугароубиец,,,,,
бугарофил,,,,,
бугарофилиште,,,,,
бугарофоб,,,,,
бугарофобија,,,,,
бугороман,,,,,
бугуројчин,септември (диј. гевгелиски),,,,
будала,,,,,
будала,(диј. ),,,,
будаличка,,,,,
буден,,,,,
буди,,,,,
Будинка – работи нешто…,,,,,
будист,,,,,
будничари,,,,,
будно,,,,,
будност,,,,,
буен,,,,,
буен,,,,,
буен,,,,,
бужикјов,декември (диј. гевгелиски),,,,
буза,,,,,
бузи,усни (диј. ),,,,
буи,,,,,
бујно,,,,,
бујност,,,,,
бујрум,,,,,
бука,,,,,
бука,,,,,
бука,"1.
2. тоа што се става на куќа за даистекува вода, олуци и сл,(диј.)",,,,
бука,,,,,
буква,,,,,
буквар,,,,,
букет,,,,,
буки,,,,,
буќкуруш,се измешано (диј. кумановски),,,,
букне,,,,,
буков,,,,,
Буков Крин,растение,,,,
буковец,,,,,
буковец,,,,,
буковиден,,,,,
буковиден,,,,,
буковиден,,,,,
була,,,,,
булакимта,"белким, веројатно (диј.)",,,,
булбул,,,,,
Булгур,,,,,
булдог,,,,,
Булимија Нервоза,,,,,
булјон,,,,,
булка,,,,,
Булмаџа – белузлави налепи на грлото кај доенчиња,,,,,
булук,,,,,
булутин,був (диј. кумановски),,,,
булутин,бушав (диј. ),,,,
буља,,,,,
буља,,,,,
буљан,,,,,
буљаш,,,,,
буљен,,,,,
буљи,,,,,
буљон,,,,,
бумбар,,,,,
бумбар,(диј. ),,,,
бунар,"1. место за црпење вода
2. алкохолен коктел",,,,
бунар,,,,,
бунарџија,,,,,
Бунгур,,,,,
бунда,,,,,
бунела,вилушка,,,,
бунела,(диј. ),,,,
бунела,вилушка (диј. струмички),,,,
Бунела – вилушка,,,,,
буни,,,,,
бункер,,,,,
бура,,,,,
бура,,,,,
Бургас,,,,,
бургер,,,,,
бургииште,,,,,
бургија,,,,,
буре,,,,,
бурек,,,,,
бурек,,,,,
бурекчилница,,,,,
бурен,,,,,
Бурзитис,,,,,
бури,,,,,
бурјан,,,,,
Бурма,,,,,
бурма,,,,,
бурмут,,,,,
бурно,,,,,
бурност,,,,,
Бурса,,,,,
Бурсук – јазовец,,,,,
бута,,,,,
бута,"1. 
2. јаде се наеднаш, се прејадува(диј. )",,,,
Бутан,,,,,
бутан,,,,,
бутик,,,,,
бутин,,,,,
бутин,,,,,
бутин,,,,,
Бутин,растение,,,,
бутин,,,,,
бутка,,,,,
бутка,трафика (диј. кичевски),,,,
бутка,,,,,
бутка,трафика/киоск (диј. кумановски),,,,
буткан,,,,,
бутнат,,,,,
бутне,,,,,
бутне,,,,,
бутур,,,,,
бутче,,,,,
буфски,,,,,
буцка,,,,,
буцка,(диј. ),,,,
буцкан,,,,,
буцкаст,,,,,
буцко,,,,,
буцнат,,,,,
буцне,,,,,
бучен,,,,,
бучи,,,,,
бучило,,,,,
бучкуруш,хаос,,,,
бучкуруш,хаос (диј. битолски),,,,
бучно,,,,,
буџет,,,,,
буџет,,,,,
буша,,,,,
бушав,,,,,
бушав,,,,,
бушалка,,,,,
бушен,,,,,
буши,,,,,
В,,,,,
в'к,волк,,,,
в'к,,,,,
ваад'н,денеска (диј.),,,,
вага,,,,,
вага,,,,,
вага,,,,,
ваган,,,,,
ваганче,чинија (диј. ),,,,
ваганче,чинија (диј. прилепски),,,,
вагон,,,,,
вагонетка,дел од мебел (солопром видам),,,,
вада,,,,,
ваден,,,,,
вади,,,,,
вадин,денес (диј. ),,,,
вадитапа,,,,,
Вадуц,,,,,
важа,јаже,,,,
важен,,,,,
важи,,,,,
важно,,,,,
важност,,,,,
ваза,,,,,
вазал,,,,,
вазал,,,,,
вази,,,,,
вазна,,,,,
вазна,,,,,
вазни,,,,,
ваја,,,,,
вајан,,,,,
вајар,,,,,
вајар,,,,,
вајатство,,,,,
вака,,,,,
вакаф,,,,,
ваква,,,,,
ваќе,,,,,
ваков,,,,,
вакој,вака (диј. ),,,,
вакол,,,,,
вакум,,,,,
вакуум,,,,,
вакуум,,,,,
вакуум,,,,,
Валавец,растение,,,,
валандовски,,,,,
валандовски,,,,,
валец,,,,,
валјак,,,,,
валка,,,,,
валкан,,,,,
валкан,,,,,
валцер,,,,,
валчест,,,,,
вампир,,,,,
вампириште,,,,,
ваму,,,,,
Ванѓа,,,,,
вангла,,,,,
вандак,,,,,
вандал,,,,,
ванила,,,,,
Ванила,растение,,,,
ванилица,"благо, струмичко",,,,
вапса,,,,,
вапсан,,,,,
вапца,,,,,
вапца,,,,,
вапцан,,,,,
вапцан,,,,,
вапцува,,,,,
вар,,,,,
вар,,,,,
варак,,,,,
варан,,,,,
варвар,,,,,
варваринден,,,,,
Вардар,,,,,
Вардарец,,,,,
Вардарија,,,,,
варден,,,,,
варди,,,,,
варен,,,,,
варен,,,,,
варење,,,,,
вари,,,,,
вари,,,,,
вариво,,,,,
Варичела,,,,,
варка,брза (диј. ),,,,
Варка – брза,,,,,
Варканик – набрзина,,,,,
Варна,,,,,
варов,,,,,
варовник,,,,,
варовник,,,,,
варовник,,,,,
варовнички,,,,,
варосан,,,,,
вароси,,,,,
варосува,,,,,
варосува,,,,,
варосување,,,,,
варосувач,,,,,
варош,,,,,
Васил,,,,,
Василица,,,,,
василичар,(диј.),,,,
василичарски,,,,,
вата,,,,,
ваташка (колбас),,,,,
вати,,,,,
вау,,,,,
ваш,,,,,
вбризга,,,,,
вбризган,,,,,
вброен,,,,,
вброи,,,,,
вглобен,,,,,
вглоби,,,,,
вгнезден,,,,,
вгнезди,,,,,
вграден,,,,,
вгради,,,,,
вдахнат,,,,,
вдахне,,,,,
вдахновен,,,,,
вдахновение,,,,,
вденат,,,,,
вдене,,,,,
вдишан,,,,,
вдише,,,,,
вдлабен,,,,,
вдлаби,,,,,
вдлабнат,,,,,
вдлабнатина,,,,,
